Customer ID,Customer Verbatim
8859-DZTGQ,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the phone connection.
0440-MOGPM,Support note: assisted customer with resetting their password. Service is running normally.
0020-JDNXP,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
3752-CQSJI,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the phone connection.
5025-GOOKI,App review: 'Been a customer for years and the connection has never let me down. Highly recommend!'
2887-JPYLU,Support note: Customer is satisfied. They praised the paperless billing and automatic payment setup for being seamless.
4770-QAZXN,App review: 'Been a customer for years and the connection has never let me down. Highly recommend!'
4896-CPRPF,Customer called to add another line and commented on how reliable our network has been throughout their tenure.
9714-EDSUC,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
7353-YOWFP,Customer is extremely happy with the tech support experience. They said the agent went above and beyond to help them.
8008-ESFLK,Customer is extremely happy with the tech support experience. They said the agent went above and beyond to help them.
3363-EWLGO,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
1689-YQBYY,Customer is satisfied with the Fiber Optic internet speed but feels the monthly cost is slightly high compared to new customer promotions.
4487-ZYJZK,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
2959-FENLU,App review: 'Been a customer for years and the connection has never let me down. Highly recommend!'
0708-LGSMF,Support note: assisted customer with resetting their password. Service is running normally.
7634-HLQJR,Support note: Customer is satisfied. They praised the paperless billing and automatic payment setup for being seamless.
0487-RPVUM,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
4079-ULGFR,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
2516-XSJKX,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
0057-QBUQH,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the phone connection.
6599-SFQVE,Customer is extremely happy with the tech support experience. They said the agent went above and beyond to help them.
8331-ZXFOE,Customer is satisfied with the Cable internet speed but feels the monthly cost is slightly high compared to new customer promotions.
4003-FUSHP,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
0356-ERHVT,Customer called to add another line and commented on how reliable our network has been throughout their tenure.
7325-ENZFI,Support note: assisted customer with resetting their password. Service is running normally.
3920-HIHMQ,Support note: Customer is satisfied. They praised the paperless billing and automatic payment setup for being seamless.
0613-WUXUM,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
4458-KVRBJ,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
1397-XKKWR,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the DSL internet.
8097-OMULG,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
6013-BHCAW,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
0401-WDBXM,Customer is extremely happy with the tech support experience. They said the agent went above and beyond to help them.
3387-PLKUI,Customer called to add another line and commented on how reliable our network has been throughout their tenure.
6096-EGVTU,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
5081-NWSUP,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
2580-ATZSQ,Customer is satisfied with the DSL internet speed but feels the monthly cost is slightly high compared to new customer promotions.
8085-MSNLK,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
9691-HKOVS,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
